0,-1.10089,0.182894
1,-1.26873,0.187209
2,-0.902164,0.180944
3,-1.531,0.175343
4,-1.05308,0.173885
5,-1.33402,0.175725
6,-1.03559,0.173403
7,-1.22304,0.173425
8,-1.04321,0.177593
9,-0.987252,0.179623
10,-1.32678,0.176299
11,-1.01796,0.185797
12,-1.38578,0.180134
13,-1.11787,0.175654
14,-1.49918,0.173331
15,-1.05417,0.178163
16,-1.33261,0.177138
17,-1.2979,0.182394
18,-1.31105,0.17929
19,-1.28187,0.18234
20,-1.29718,0.176864
21,-1.50647,0.188911
22,-1.55553,0.184984
23,-0.700518,0.190123
24,-1.35051,0.616055
25,-4.37189,0.695941
26,-4.80951,0.674781
27,-4.72249,0.665546
28,-4.04428,0.67481
29,0.758101,0.607129
30,0.0182833,0.628763
31,8.25286,0.604627
32,2.17071,0.610993
33,-1.08473,0.606544
34,16.1736,0.586383
35,-2.48341,0.655665
36,-4.12366,0.653802
37,-3.33766,0.618559
38,-2.75088,0.644459
39,-2.60089,0.617378
40,-4.50721,0.658023
41,-2.41364,0.647953
42,-2.13034,0.620376
43,-4.27751,0.664734
44,-3.4898,0.654279
45,0.0102856,0.60979
46,-1.48403,0.633008
47,-3.95079,0.673032
48,-4.99285,0.692435
49,-5.74792,0.715912
50,-3.32969,0.672931
51,-0.937358,0.637968
52,-3.3604,0.696449
53,4.13704,0.590707
54,-4.91585,0.700887
55,18.3366,0.599297
56,0.14246,0.629725
57,0.526635,0.648449
58,2.56764,0.629093
59,-0.0254113,0.635841
60,-3.48461,0.698194
61,-4.30357,0.699815
62,-1.42031,0.649014
63,-2.00078,0.694734
64,-2.84989,0.628813
65,-2.81145,0.695083
66,-2.75729,0.661097
67,-0.92558,0.641481
68,-1.75887,0.65529
69,-3.31822,0.667114
70,-3.24686,0.667899
71,-1.55538,0.649606
72,-1.19961,0.634959
73,-4.16786,0.674448
74,-3.17574,0.680907
75,-2.10549,0.663472
76,-2.97756,0.681278
77,-2.95135,0.672806
78,-2.77551,0.67234
79,-2.23047,0.662488
80,-0.033049,0.614499
81,-3.30956,0.68585
82,-2.14357,0.650478
83,-2.56897,0.660511
84,-2.2133,0.674283
85,-2.15109,0.691644
86,-3.19124,0.688741
87,-2.64638,0.685216
88,0.149341,0.631898
89,-3.05991,0.673701
91,-3.22676,0.674299
92,-2.65572,0.67741
93,-0.259289,0.621289
94,-3.03004,0.69351
95,-2.38249,0.656624
96,-0.0401087,0.617234
97,0.0630782,0.641866
98,-2.50209,0.644704
99,-3.62269,0.675703
100,-2.85125,0.6531
101,-2.59547,0.646903
102,-4.10813,0.686062
103,-2.4024,0.65695
104,-3.52094,0.673268
105,-4.00942,0.691743
106,-2.52248,0.66244
107,-2.35618,0.671679
108,-2.1094,0.695606
109,-2.91954,0.673239
110,-3.58688,0.686891
111,-2.04235,0.658539
112,-2.76635,0.662606
113,-2.59522,0.669296
114,-2.74781,0.667981
115,-2.5535,0.662713
116,-2.64843,0.664229
117,-2.86021,0.655016
118,-2.7143,0.66546
119,-2.2737,0.669607
120,-2.16122,0.64733
121,-2.21507,0.655475
122,-2.26077,0.664972
123,-1.90186,0.655955
124,-2.71813,0.685116
125,-2.70305,0.673862
126,-2.80163,0.679719
127,-2.71407,0.683094
128,-2.48571,0.659484
129,-2.86432,0.676927
130,-2.38403,0.677582
131,-2.3122,0.673893
132,-2.59462,0.682004
133,-2.936,0.656984
134,-2.65653,0.681979
135,-2.63843,0.677732
136,-2.42781,0.658902
137,-2.04486,0.684762
138,-2.2752,0.662575
139,-2.59811,0.667607
140,-2.23448,0.687551
141,-2.87072,0.669927
142,-2.12357,0.690435
143,-3.27552,0.673804
144,-2.8767,0.659621
145,-2.97704,0.678355
146,-2.99751,0.682092
147,-2.8779,0.670059
148,-2.17138,0.683233
149,-2.30194,0.665934
150,-2.75708,0.672723
151,-1.87294,0.691814
152,-2.29175,0.670829
153,-2.34396,0.682208
154,-2.48821,0.67276
155,-2.39926,0.657714
156,-2.24843,0.666516
157,-2.62846,0.668595
158,-2.96641,0.676769
159,-2.00657,0.678365
160,-2.69582,0.658362
161,-2.57663,0.675692
162,-2.02992,0.662124
163,-2.33372,0.655736
164,-2.30027,0.67079
165,-2.22286,0.667007
166,-2.67047,0.678321
167,-2.7523,0.672275
168,-2.39468,0.672046
169,-2.51725,0.684847
170,-2.48015,0.679828
171,-2.08402,0.665793
172,-2.80147,0.67517
173,-2.46378,0.673069
174,-2.31769,0.687499
175,-2.66902,0.670482
176,-2.39925,0.67519
177,-2.03458,0.656282
178,-3.1209,0.662339
179,-2.02384,0.65876
180,-2.70674,0.662917
181,-2.69595,0.658096
182,-2.27091,0.668307
183,-3.06606,0.660664
184,-2.69582,0.656509
185,-2.62463,0.664652
186,-2.62685,0.670898
187,-2.64775,0.672129
188,-2.97197,0.65675
189,-2.73481,0.668508
190,-3.48542,0.686227
191,-2.53295,0.684525
192,6.91235,0.647736
193,-3.61031,0.69056
195,-3.5184,0.677824
196,-2.47575,0.648408
197,-3.06397,0.653388
198,-4.15147,0.697478
199,-2.70697,0.64883
200,-3.22243,0.678065
201,-1.76241,0.661245
202,-2.98389,0.659506
203,-1.21099,0.636887
204,-2.47717,0.661386
205,0.0323911,0.636372
206,-3.20947,0.689679
207,-2.32953,0.671652
208,-3.05687,0.682389
209,-3.30709,0.694154
210,-2.63861,0.672571
211,0.567036,0.669133
212,-2.78791,0.682501
213,-2.43223,0.695894
214,-2.75162,0.695593
215,-2.93476,0.67317
216,-2.54178,0.677995
217,-3.14015,0.702147
218,-2.58246,0.681701
219,0.115551,0.644348
220,-2.86575,0.679491
221,-2.65299,0.680859
222,-4.05146,0.691918
223,-3.25173,0.68787
224,-3.69047,0.685477
225,-0.973638,0.665242
226,-3.39906,0.695743
227,1.71521,0.603543
228,-1.54672,0.650454
229,-1.93347,0.661828
230,-3.41671,0.694345
231,-1.29526,0.672103
232,-2.13314,0.689
233,-2.7239,0.683794
234,-1.60595,0.659288
235,-3.04769,0.653801
236,-1.2588,0.650754
237,-5.38988,0.717268
238,-2.36488,0.671369
239,-4.18667,0.706282
240,-2.1451,0.655972
241,-1.34193,0.640469
242,0.666219,0.652982
243,-2.13748,0.652823
244,-3.2734,0.697705
245,0.982163,0.619423
246,-5.91821,0.707765
247,-2.36367,0.664909
248,-1.40371,0.644251
249,-4.30929,0.694023
250,-3.88343,0.697922
251,-3.83346,0.688045
252,-3.9238,0.693754
253,1.06416,0.654477
254,2.96761,0.606228
255,-3.07168,0.669141
256,-3.32342,0.657557
257,-1.11108,0.625399
258,-0.880633,0.613697
259,-4.82823,0.667838
260,-1.52924,0.622344
261,7.6334,0.615602
262,-1.6128,0.627812
263,-5.42322,0.689487
264,-2.06038,0.660831
265,-1.25916,0.624049
266,-5.0317,0.701352
267,0.121709,0.674735
268,-4.51527,0.67442
269,-3.00728,0.669201
270,-29.6526,0.635346
271,-4.87319,0.686025
272,6.15539,0.681214
273,-2.13054,0.676376
274,-5.27562,0.67296
275,-18.4744,0.631686
276,-1.58261,0.185693
277,-1.26821,0.178748
278,-1.5177,0.187699
279,-8.67652,0.184986
280,-8.40529,0.18486
281,-3.68263,0.185019
282,-2.14959,0.18221
283,-3.3571,0.18017
284,-1.09313,0.175333
285,-1.58161,0.179705
286,-1.17097,0.179306
287,-1.50065,0.178157
288,-1.311,0.180063
289,-0.956547,0.178499
290,-1.0859,0.181901
291,-1.14023,0.183444
292,-1.03787,0.177335
293,-1.04565,0.174647
294,-1.20194,0.175542
295,-1.23398,0.179331
296,-1.44902,0.18001
297,-0.993618,0.17991
298,-1.35236,0.188408
299,-1.13827,0.189413
300,-1.27718,0.193951
301,-1.45492,0.179971
302,-1.16019,0.181644
303,-1.40766,0.177793
304,4.21731,0.166142
305,-1.19236,0.180759
306,-1.29597,0.1802
307,-1.35962,0.174089
308,-1.20768,0.179762
309,-1.47242,0.178836
310,-1.3896,0.178941
311,-1.31852,0.181341
312,-1.47365,0.185854
313,-1.30187,0.179568
314,-1.57037,0.178664
315,-1.43968,0.179913
316,-1.82793,0.179152
317,-1.27912,0.18068
318,-1.35776,0.179876
319,-1.38437,0.179866
320,-1.37272,0.177827
321,-1.18563,0.186775
322,-1.3204,0.186424
323,-1.33779,0.196961
324,-1.17827,0.185561
325,-3.72478,0.677347
326,5.35611,0.578496
327,-3.99119,0.657769
328,-2.82474,0.66405
329,-4.99213,0.67924
330,-2.86163,0.630613
