0
1
2
5
6
8
10
12
16
20
25
29
31
32
33
34
38
40
42
48
50
54
55
65
71
76
79
80
89
93
97
101
103
107
115
120
125
133
139
142
146
163
164
165
166
173
176
178
182
187
188
191
192
199
200
201
